Flow,D1,D2,P1,P2,dD1,dD2,dP1,dP2
7.77,-1045.47,-80.84,-219.81,-7.45,-45.44,-17.54,-12.91,-2.73
7.06,-1045.8,-104.81,-220.39,-11.66,-24.08,-16.32,-6.91,-2.66
6.54,-1045.24,-119.31,-221.78,-14.56,-6.63,-16.92,-2.33,-2.9
6.11,-1051.62,-129.85,-224.15,-16.3,-1.53,-15.93,-1.13,-2.93
5.8,-1055.51,-136.07,-225.04,-16.63,-3.23,-12.62,-1.58,-2.19
5.46,-1062.58,-140.35,-227.51,-17.08,-4.79,-7.84,-1.85,-1.18
5.23,-1075.57,-147.86,-231.43,-18.11,-7.31,-5.8,-2.29,-0.67
4.97,-1105.97,-156.91,-240.4,-19.4,-12.76,-5.62,-3.84,-0.65
4.71,-1133.67,-165.17,-248.59,-20.58,-19.66,-6.5,-5.89,-0.9
4.66,-1155.68,-167.67,-254.68,-20.92,-24,-6.22,-7,-0.9
4.26,-1157.52,-178.36,-255.11,-22.46,-20.89,-6.2,-6,-0.9
3.74,-1200.67,-209.25,-267.94,-26.97,-20.89,-10.82,-6.01,-1.59
3.49,-1243.44,-225.65,-283.51,-29.98,-26.14,-15.31,-8.19,-2.37
3.23,-1284.37,-228.73,-296.35,-30.57,-34.23,-16.03,-11.13,-2.58
2.97,-1282.45,-234.02,-295.56,-30.76,-33.58,-12.17,-10.98,-1.91
2.4,-1274.31,-239.28,-293.07,-31.36,-19.33,-5.91,-6.42,-0.84
1.83,-1270.1,-242.82,-291.42,-31.81,-5.74,-3.51,-1.64,-0.33
1.4,-1262,-245.94,-288.97,-32.22,3.39,-3.28,1.27,-0.31
0.66,-1252.91,-253.25,-286.37,-33.26,3.85,-3.41,1.39,-0.46
-1.14,-1251.07,-268.53,-285.63,-34.88,2.18,-5.74,0.92,-0.71
-2.91,-1270.78,-283.57,-291.41,-37.52,-4.06,-9.23,-0.93,-1.27
-5.06,-1322.92,-298.69,-307.73,-40.46,-19.83,-12.41,-5.7,-1.94
-7.14,-1380.72,-324.19,-326.23,-45.65,-39.43,-16.08,-11.82,-2.91
-9.26,-1387.35,-354.58,-328.9,-49.94,-45.68,-20.21,-13.94,-3.71
-11.51,-1350.1,-379.28,-317.8,-53.56,-30.28,-23.75,-9.32,-4.06
-13.2,-1346.61,-394.41,-317.37,-55.78,-10.05,-23.77,-3.1,-3.77
-14.46,-1379.25,-424.33,-327.94,-60.87,-4.33,-23.24,-1.27,-3.56
-15.29,-1438.14,-417.22,-346.96,-60.51,-22.1,-16.35,-6.78,-2.79
-16,-1535.39,-385.21,-378.1,-57.65,-55.72,-2.81,-17.29,-1.25
-16.54,-1622.37,-325.23,-406.84,-49.76,-80.83,18.44,-25.32,1.57
-16.83,-1679.07,-250.67,-425.52,-39.57,-88.96,44.75,-28.04,5.39
-17.06,-1714.66,-181.04,-437.99,-30.16,-80.7,61.7,-25.61,7.96
-17.11,-1737.95,-114.22,-446.61,-21.24,-61.15,69.85,-19.57,9.35
-17.09,-1746.82,-52.02,-449.65,-12.46,-42.65,69.76,-13.53,9.43
-17.17,-1763.39,15.62,-455.43,-4.08,-32.62,67.85,-10.14,9.04
-17.23,-1784.29,77.79,-463.35,3.15,-29.84,66.65,-9.1,8.57
-17.4,-1802.84,134.61,-470.79,9.47,-31.02,64.83,-9.51,7.92
-17.51,-1828.72,197.38,-481.09,15.89,-35.45,64,-11.28,7.26
-17.46,-1864.3,256.84,-493.94,21.61,-40.28,62.52,-13.04,6.64
-17.43,-1899.77,305.38,-506.9,26.36,-45.02,60.08,-14.63,6.08
-17.51,-1929.76,357.85,-518.15,30.47,-47.95,57.78,-15.64,5.46
-17.46,-1949.09,413.07,-525.3,36.5,-45.34,55.57,-14.76,5.21
-17.29,-1959.5,469.9,-529.23,43.74,-37.57,55.76,-12.23,5.64
-17,-1963.6,537.27,-530.25,51.92,-27.98,60.1,-8.89,6.66
-16.83,-1962.18,597.18,-528.88,59.6,-18.77,63.02,-5.5,7.61
-16.57,-1957.7,653.01,-526.54,65.54,-11.54,63.7,-2.81,7.67
-16.37,-1941.24,697.84,-519.18,71.01,-4.25,60.4,0.01,7.13
-16.31,-1912.58,746.71,-507.75,77.84,4.61,55.42,3.28,6.67
-16.14,-1884.45,781.87,-496.74,82.49,12.92,49.97,6.26,6.18
-16.11,-1858.57,816.26,-486.72,86.27,18.76,44.89,8.27,5.69
-15.94,-1832.79,865.05,-476.4,92.26,20.65,44.43,8.81,5.51
-15.86,-1812.47,897.09,-468.44,94.95,19.04,42.62,8.13,4.85
-16.06,-1797.38,941.7,-462.9,98.21,16.19,44.49,6.92,4.48
-16.26,-1800.06,1001.21,-463.45,101.68,9.73,49.33,4.42,4.18
-15.86,-1810.44,1077.5,-466.75,106.69,0.5,57.83,0.92,4.08
-15.69,-1804.95,1143.25,-464.3,112.85,-4.77,68.02,-1,4.98
-15.71,-1793.72,1191.87,-459.36,116.89,-4.54,69.73,-0.76,5.43
-15.63,-1769.52,1231.76,-450.17,121.84,3.18,63.3,2.06,5.66
-15.31,-1742.34,1266.8,-439.68,126.03,12.78,52.68,5.56,5.4
-14.97,-1699.44,1293.16,-423.32,130.47,22.14,43.62,8.99,5.09
-14.57,-1617.95,1290.3,-392.87,132.5,38.41,32.1,14.92,4.66
-14.23,-1503.63,1275.17,-351.59,132.69,62.21,17.38,23.45,3.5
-13.29,-1356.86,1275.16,-299.85,135.18,93.66,6.27,34.33,2.75
-12.06,-1219.23,1254.19,-253.18,135.37,119.57,-2.9,42.67,1.96
-10.97,-1083.24,1242.85,-208.57,136.04,133.27,-5.18,46.21,1.7
-9.94,-969.39,1242.51,-172.32,137.83,132.59,-3.34,44.65,1.84
-9.11,-847.17,1249.66,-134.42,140.45,125.78,0.16,41,2.04
-8.86,-718.8,1263.35,-95.7,144.46,123.05,8.98,38.89,3.01
-8.57,-601.09,1285.39,-61.17,148.92,121.34,17.12,37.27,4
-7.83,-503.63,1304.22,-32.81,152.22,118.08,22.52,35.5,4.5
-5.77,-446.97,1323.4,-16.8,155.34,102.29,25.52,30.21,4.55
-2.97,-405.82,1324.14,-5.4,156.3,79.09,22.72,22.99,3.81
-2.17,-389.08,1302.19,-0.92,154.63,53.56,12.15,15.37,2.36
-1.66,-382.72,1272.37,1.11,151.38,31.61,-1.69,9.03,0.58
-0.6,-383.59,1260.87,0.81,150.07,16.8,-10.9,4.89,-0.72
2.94,-433.91,1240.98,-13.37,147.75,-3.24,-14,-0.7,-1.34
7.89,-558.2,1255.77,-49.31,148.75,-37.38,-5.65,-10.48,-0.71
15.86,-780.74,1326.96,-115.71,154.7,-96.13,17.27,-27.91,1.36
20.86,-844.75,1386.39,-136.49,161.51,-126.89,40.74,-37.5,3.83
23.94,-653.08,1365.38,-81.46,162.43,-73.45,45.18,-22.41,5.08
25.2,-196.2,1355.42,43.42,168.69,83.47,31.16,21.71,5.65
25.54,379.54,1341.41,183.98,173.52,294.93,7.24,77.61,5.39
25.43,953.16,1293.7,309.14,172.28,460.97,-13.49,115.42,4.19
25.23,1434.99,1247.72,403.66,169.99,530.98,-22.3,123.44,2.81
25.37,1757.89,1191.62,463,165.52,495.03,-34.8,105.8,-0.04
24.71,1867.74,1129.68,481.19,158.77,376.76,-45.33,74.76,-2.69
24.31,1888.41,1031.43,483.06,147.31,228.6,-57.2,42.41,-5.19
24.86,1865.32,947.02,477.59,137.92,96.63,-69.3,16.54,-7.33
24.26,1852.12,853.44,474,126.81,14.95,-79.29,1.41,-8.96
23.54,1737.87,760.33,451.24,115.49,-34.79,-85.33,-7.56,-9.87
22.34,1595.71,688.41,423.62,106.63,-78.23,-81.2,-15.44,-9.57
21.4,1446.69,634.62,392.99,99.93,-118.11,-73.16,-23.13,-8.84
20.51,1345.06,579.38,371.25,93.02,-140.89,-61.8,-27.79,-7.57
19.83,1277.27,524.62,355.97,86.12,-128.84,-52.69,-25.89,-6.52
19.43,1170.49,483.66,332.43,80.93,-114.63,-46.81,-23.69,-5.84
18.91,1046.8,436.27,304.71,74.89,-110.94,-44.3,-23.43,-5.56
18.63,919.3,388.59,275.38,68.15,-122.58,-42.24,-26.33,-5.47
17.89,803.45,345.96,247.77,62.5,-135.23,-40.65,-29.53,-5.4
17.14,698.58,308.1,221.38,57.56,-135.01,-39.71,-30.24,-5.33
16.54,609.46,279.31,198.37,53.82,-126.66,-35.13,-29.15,-4.71
16.2,519.4,249.3,174.67,49.91,-117.23,-30.32,-27.69,-3.96
15.86,405.4,215.26,144.07,44.19,-116.11,-27.95,-28.15,-3.89
15.43,338.05,141.91,123.59,34.23,-111.84,-35.75,-27.86,-5.12
15.77,297.75,79.9,108.83,25.93,-100.51,-46.97,-26.02,-6.67
15.43,273.9,-15.39,99.88,13.15,-80.39,-63.15,-21.58,-8.75
14.69,170.94,-78.94,69.13,3.93,-73.99,-71.62,-20.52,-9.79
14.34,40.55,-127.85,32.55,-2.88,-92.6,-67.29,-25.37,-9.31
13.37,-39.39,-164.74,9.25,-7.96,-110.17,-58.02,-29.8,-8.12
12.43,-61.19,-216.15,1.71,-15.05,-105.46,-46.96,-28.6,-6.63
11.43,-68.2,-250.76,-3.03,-19.84,-72.75,-41.78,-20.2,-5.82
10.43,-83.28,-271.84,-7.97,-22.76,-39.68,-36.29,-11.68,-5.04
9.34,-103.64,-287.19,-14.63,-25.5,-24.88,-29.14,-7.78,-4.18
8.6,-119.3,-301.59,-19.52,-27.66,-23.38,-19.91,-7.18,-3
8.09,-134.23,-313.15,-24.04,-29.3,-23.78,-14.66,-6.92,-2.3
7.6,-154.75,-325.79,-30.08,-31.07,-23.34,-12.6,-6.75,-1.96
6.97,-183.2,-340.03,-38.36,-33.06,-24.75,-12.19,-7.06,-1.77
6.03,-239.06,-360.34,-54.1,-35.91,-33.67,-13.61,-9.51,-1.94
3.63,-298.96,-382.97,-72,-39.72,-45.86,-16.58,-13.1,-2.47
-0.23,-293.48,-403.23,-70.17,-42.74,-43.51,-18.94,-12.43,-2.91
-4.94,-229.02,-428.91,-50.95,-45.82,-18.42,-21.24,-5.09,-3.14
-7.54,-156.48,-464.68,-30.02,-50.16,20.21,-24.67,6.08,-3.37
-9.2,-67.35,-494.68,-5.32,-53.64,57.35,-27.73,16.67,-3.44
-9.91,62.4,-516.19,30.29,-55.9,85.33,-28.43,24.15,-3.33
-10.4,271.03,-538.99,85.27,-58.35,120.6,-26.43,32.96,-2.99
-11.06,534.99,-567.08,151.52,-61.59,171.7,-24.17,45.28,-2.66
-11.66,866.34,-598.47,228.87,-65.34,234.65,-25.11,59.15,-2.81
-12.43,1247.07,-625.23,312.01,-68.42,298.43,-27.05,71.21,-3.11
-12.86,1600.64,-640.19,383.74,-69.78,340.5,-25.38,76.58,-2.87
-13.06,1810.69,-644.99,425.01,-70.26,333.23,-19.1,71.31,-2.08
-13.63,1845.37,-656.71,431.99,-71.31,257.79,-12.96,53.25,-1.28
-14.14,1919.17,-653.21,446.52,-70.61,165.15,-6.56,33.19,-0.49
-14.49,1971.2,-631.86,456.8,-66.79,91.61,1.56,18.32,0.67
-14.57,1997.63,-614.43,462.78,-64.04,56.92,9.37,11.66,1.82
-14.66,1933.44,-606.87,451.92,-62.89,32.64,14.68,7.29,2.47
-14.66,1793.93,-565.99,426.53,-57.51,-21.59,20.85,-2.78,3.15
-14.77,1510.85,-523.46,371.79,-51.49,-105.45,27.53,-18.95,3.87
-14.66,1102.74,-461.3,287.7,-43.19,-214.88,40.1,-41.47,5.49
-14.49,706.7,-385.49,199.32,-34.41,-309.08,56.07,-63.04,7.33
-14.37,432.19,-305.94,134.28,-24.99,-348.46,67.36,-74.56,8.44
-14.31,249.42,-232.77,90.35,-15.91,-316,75.49,-70.7,9.2
-14.34,120.7,-162.77,58.37,-6.57,-239.51,77.06,-56,9.47
-14.4,5.96,-92.44,29.08,1.67,-169.18,75.27,-40.99,9.39
-14.43,-130.82,-22.32,-6.72,10.13,-135.24,73.35,-33.78,9.14
-14.26,-262.16,46.43,-42.43,17.76,-126.17,72.74,-32.62,8.8
-14.37,-387.36,121.53,-76.16,25.35,-127.61,73.87,-33.74,8.42
-14.74,-522.5,224.93,-114.07,35.63,-131.11,81.29,-35.42,8.77
-14.8,-657.13,323.41,-152.71,44.2,-131.72,90.76,-36.39,9.1
-15.03,-756.75,405.48,-181.76,51.57,-127.04,96.13,-35.75,9.18
-15.06,-828.22,459.07,-202.51,56.19,-113.6,90.06,-32.51,8.33
-14.74,-862.29,505.23,-211.89,60.07,-88.14,74.47,-25.3,6.69
-14.43,-874.8,519.45,-215.41,61.35,-58.51,54.33,-16.64,4.92
-14.29,-862.34,515.34,-210.75,60.71,-31.75,33.39,-8.53,3.01
-14.06,-835.97,514.03,-202.14,61.17,-9.14,17.52,-1.6,1.74
-13.86,-794.45,519.39,-189.27,61.99,8.41,7.87,3.78,1.05
-13.57,-749.61,542.05,-175.2,64.16,21.71,10.54,7.93,1.38
-13.34,-708.18,578.39,-162.52,68.45,28.98,21.06,10.03,2.54
-13.17,-670.81,629.7,-150.69,74.63,31.63,34.7,10.75,4.03
-13.06,-621.97,676.12,-135.43,80.86,33.47,45.76,11.22,5.5
-12.74,-594.89,731.2,-127.17,87.6,32.08,53.19,10.6,6.6
-12.43,-581.52,785.48,-122.81,93.42,26.77,57.03,8.85,6.94
-11.63,-557.94,829.14,-115.06,98.4,21.52,56.13,7.18,6.64
-9.77,-520.58,876.04,-102.91,104.5,19.66,54.92,6.68,6.41
-4.03,-502.34,881.46,-97.2,105.95,20.84,44.03,7.08,5.35
10.54,-482.36,950.55,-91.49,115.46,22.08,42.89,7.25,5.7
19.6,-342.62,965.9,-50.24,120.24,44.21,39.08,13.46,5.96
22.97,-35.76,961.62,37.31,125.1,111.22,29.36,32.35,6
24.2,346.17,937.03,138.12,126.22,213.97,15.46,59.9,5.42
24.54,615.81,898.82,204.37,124.74,289.59,-10.62,78.35,2.79
25.03,1033.58,838.42,300.7,120.37,342.93,-29.83,87.61,0.27
24.54,1556.03,749.81,410.81,112.52,391.14,-50.98,92.03,-2.89
24.17,1938.69,673.33,483.91,104.65,418.07,-67.09,91.2,-5.39
24.4,2131.53,610.69,517.93,98.02,400.53,-74.2,82.7,-6.83
24.14,2165.16,562.27,522.62,92.3,291.6,-69.7,56.91,-7.03
23.17,2051.27,504.02,500.91,85.16,129.64,-61.16,23.71,-6.71
22.11,1908.4,464.77,472.45,80.25,-6.48,-53.52,-2.28,-6.2
21.74,1731.34,420.33,436.99,75.31,-98.77,-49.15,-19.65,-5.81
21.11,1591.87,346.22,407.66,65.48,-140.4,-53.07,-27.99,-6.43
20.83,1454.14,284.92,378.46,57.55,-145.38,-57.33,-29.69,-7.11
19.8,1324.58,231.79,349.88,50.67,-139.14,-61.97,-29.16,-7.83
18.94,1148.13,176.96,310.41,42.91,-138.31,-62.08,-29.93,-8.12
18.31,957.33,135.04,267.54,37.25,-152.83,-55.05,-33.74,-7.28
17.51,816.64,93.19,235.15,31.71,-160.1,-49.97,-35.92,-6.68
16.54,734.01,45.43,214.76,24.77,-147.86,-47.4,-33.74,-6.46
15.63,688.53,-13.93,202.67,16.74,-111.72,-48.58,-26.23,-6.61
14.63,630.97,-54.32,188,10.68,-76.58,-49.66,-18.82,-6.91
13.89,563.79,-93.6,170.93,4.62,-60.51,-48.04,-15.45,-6.89
13.26,494.52,-133.21,153.66,-0.91,-61.07,-44.07,-15.57,-6.38
12.6,423.11,-171.56,134.29,-6.15,-68.2,-39.57,-17.46,-5.75
12.37,333.38,-197.67,110.6,-10.33,-75.49,-36.47,-19.59,-5.28
12.71,223.42,-211.73,81.87,-12.41,-86.34,-29.95,-22.63,-4.34
12.37,147.38,-248.18,61.69,-17.42,-91.72,-26.77,-24.19,-3.9
11.94,98.27,-277.71,48.5,-21.48,-86.03,-25.94,-22.64,-3.74
10.89,63.79,-332.24,37.72,-29,-68.9,-33.12,-18.5,-4.6
9.83,-19.02,-377.99,12.79,-35.97,-59.16,-41.28,-16.78,-5.83
9.34,-114.1,-403.83,-14.36,-39.74,-66.14,-40.82,-19.31,-5.88
8.69,-177.99,-420.96,-32.24,-42.18,-75.01,-35.48,-21.86,-5.18
8.03,-198.3,-439.41,-38.49,-44.78,-70.18,-25.35,-20.23,-3.73
7.03,-195.6,-455.19,-37.89,-47,-45.48,-18.51,-13.01,-2.65
6.11,-199.6,-467.1,-39.58,-48.67,-20.38,-15.49,-6.01,-2.19
5.31,-204.04,-481.07,-40.58,-51.26,-6.6,-14.12,-2.11,-2.12
4.71,-215.28,-490.76,-43.75,-52.8,-5.33,-12.13,-1.6,-1.93
4.37,-223.37,-499.16,-46.07,-54.02,-8.14,-10.37,-2.31,-1.72
3.91,-242.29,-506.55,-51.53,-55.08,-11.48,-8.87,-3.2,-1.45
3.69,-272.03,-506.83,-60.15,-55.12,-17.3,-5.88,-4.95,-0.89
3.4,-291.3,-512.5,-65.79,-55.92,-21.03,-4.25,-6.06,-0.62
3.34,-307.88,-509.79,-70.65,-55.53,-22.7,-1.85,-6.57,-0.27
3.26,-306.97,-518.96,-70.4,-56.83,-17.32,-1.9,-5.03,-0.27
3.63,-351.28,-535.26,-83.45,-58.52,-18.11,-5.47,-5.3,-0.65
3.94,-403.45,-554.13,-98.96,-61.67,-27.39,-10.03,-8.08,-1.33
3.91,-448.31,-568.97,-113.34,-63.9,-38.32,-14.52,-11.55,-2.05
3.71,-453.69,-580.7,-114.82,-65.62,-39.59,-14.89,-12.02,-2.18
3.09,-445.42,-590.28,-112.32,-66.38,-24.28,-12.83,-7.47,-1.85
1.91,-434.77,-602.27,-109.11,-68.56,-6.25,-10.91,-2,-1.51
-0.23,-419.14,-620.72,-104.43,-71.34,7.6,-11.66,2.33,-1.66
-4.6,-382.99,-640.97,-94.1,-74.3,16.77,-14.24,4.95,-2.11
-7.77,-305.25,-659.88,-71.34,-76.43,33.35,-16.91,9.75,-2.46
-9.71,-162.33,-678.29,-31.2,-78.94,66.2,-18.23,19,-2.46
-10.89,52.79,-705.88,27.09,-82.3,117.02,-19.88,32.76,-2.53
-11.77,372.16,-746.44,105.33,-86.84,187.69,-24.84,49.97,-2.97
-11.8,733.86,-786.88,189.3,-91.19,262.45,-31.42,66.09,-3.62
-12,1107.09,-821.68,271.49,-95.29,323.43,-36.06,77.11,-4.05
-12.06,1384.05,-861.04,329.74,-100.26,341.25,-37.91,77.48,-4.34
-12.11,1639.43,-879.7,379.69,-102.8,319.75,-33.46,69.17,-4.01
-12,1811.7,-889.34,413.9,-104.17,269.54,-25.69,55.87,-3.26
-11.74,1998.73,-888.99,450.6,-103.47,221.06,-15.66,44.22,-1.94
-11.69,2151.71,-887.5,479.7,-103.07,188.57,-5.55,36.91,-0.54
-11.86,2319.66,-884.56,510.67,-102.57,168.58,-0.08,32.5,0.26
-11.89,2555.5,-882.29,552.4,-102.21,179.7,2.58,33.49,0.58
-11.91,2878.67,-878.19,606.68,-100.98,216.67,3.35,38.53,0.68
-12,3186.47,-874.46,655.75,-100.26,265.54,3.77,45.28,0.8
-11.94,3392.42,-867.7,686.78,-99.82,282.94,4.45,46.5,0.79
-11.94,3540.98,-852.68,708.86,-97.74,255.94,7.02,40.66,1.03
-11.71,3638.02,-850.87,723.14,-97.53,196.43,7.46,30.28,0.93
-11.51,3693.9,-836.32,730.7,-94.78,136.4,8.92,20.55,1.28
-11.29,3653.03,-827.01,724.97,-92.64,78.73,9.2,11.96,1.67
-11.31,3616.44,-823.93,719.25,-92.01,28.67,7.36,4.58,1.55
-11.06,3536.55,-810.93,708.35,-90.67,-15.38,8.24,-1.63,1.54
-10.89,3477.87,-785.58,700.64,-86.51,-41.77,10.5,-5.06,1.71
-10.6,3459.63,-761.01,698.15,-82.85,-39.05,15.46,-4.48,2.34
-10.71,3521.29,-731.01,706.98,-78.5,-12.81,21.65,-0.6,3.28
-10.83,3574.54,-700.34,714.41,-74.11,26.33,25.28,4.85,3.87
-10.57,3644.92,-664.88,724.09,-68.46,59.81,27.54,9.44,4.21
-10.29,3733.76,-633.85,736.11,-63.95,82.64,29.02,12.55,4.48
-10.37,3848.39,-603.46,751.97,-59.7,97.39,28.79,14.55,4.45
-10.11,3954.67,-574.9,765.87,-55.17,113.06,27.56,16.6,4.32
-8.6,3984.66,-556.59,769.32,-52.61,107.33,23.63,15.67,3.69
-5.2,3935.53,-523.96,761.6,-48.15,71.73,22.54,10.59,3.51
2.09,3748.05,-497.02,736.29,-44.57,-4.02,22.1,0.27,3.37
8.03,3397.56,-460.46,685.76,-40.26,-117.27,24.46,-15.46,3.43
12.6,2615.52,-376.36,566.58,-29.48,-310.62,37.95,-44.33,5.06
16.34,1657.32,-285.09,399.04,-19.15,-553.55,55.36,-85.9,6.96
18.03,1035.42,-236.88,275.28,-14.62,-703.46,65.06,-117.65,7.75
18.23,728.87,-219.16,208.74,-12.98,-680.91,57.63,-121.71,6.6
17.83,593.14,-214.88,177.86,-12.22,-488.14,34.18,-94.27,3.72
17.49,553.53,-220.56,168.47,-12.56,-256.73,10.22,-53.57,1.19
16.97,556.61,-233.45,168.83,-14.45,-105.52,-4.5,-23.15,-0.3
16.49,493.4,-236.5,154.02,-15.12,-43.3,-10.48,-9.78,-1.04
16.34,373.68,-236.27,125.86,-15.99,-42.85,-11.05,-9.91,-1.41
16.09,298.95,-273.49,107.44,-21.58,-62.68,-16.03,-14.74,-2.37
15.63,241.6,-301.46,93.38,-25.78,-76.51,-22.48,-18.16,-3.35
14.94,180.59,-331.18,78.41,-30.83,-70.35,-30.71,-16.94,-4.58
14,50.66,-359.67,46.19,-35.24,-71.48,-35.8,-17.53,-5.27
13.43,-95.55,-376.53,8.53,-38.51,-93.55,-31.83,-23.34,-4.85
12.69,-209.19,-392.78,-21.23,-41.19,-113.93,-28.15,-28.92,-4.38
12.17,-259.52,-411.26,-35.06,-44.05,-110.78,-24.59,-28.61,-3.78
11.23,-293.1,-434.03,-44.62,-47.49,-82.44,-23.54,-21.85,-3.55
10.4,-326.65,-449.97,-53.29,-49.93,-52.37,-23.98,-14.17,-3.47
9.77,-362.19,-460.46,-63.23,-51.58,-35.61,-22.53,-9.84,-3.24
9.14,-406.25,-466.33,-75.29,-52.55,-35.23,-18.69,-9.72,-2.68
8.74,-466.63,-468.56,-91.93,-52.98,-42.45,-13.41,-11.69,-1.93
8.23,-538.31,-474.27,-111.96,-54.53,-53.43,-10.34,-14.86,-1.61
7.6,-595.39,-489.89,-128.16,-57.66,-61.34,-11.14,-17.13,-1.95
5.11,-644.96,-516.47,-142.9,-62.43,-62.9,-16.42,-17.82,-2.96
2.03,-724.32,-535.26,-166.28,-65.47,-65.25,-21.62,-18.82,-3.79
-2.71,-799.79,-558.57,-188.89,-69,-69.01,-25.29,-20.24,-4.17
-5.43,-834.07,-576.48,-199.87,-72.32,-67.74,-25.27,-20.15,-4.07
-7.11,-818.91,-583.14,-195.22,-73.51,-50.8,-21.04,-15.15,-3.37
-8.6,-784.74,-592.65,-185.08,-75,-19.24,-17.4,-5.77,-2.82
-9.49,-762.49,-597.45,-178.57,-75.76,7.21,-12.75,2.19,-2.07
-9.91,-744.51,-592.37,-173.34,-75.04,18.61,-7.88,5.67,-1.22
-10.17,-676.29,-595.06,-153.77,-75.47,27.96,-5.51,8.25,-0.83
-10.54,-578.85,-586.14,-126.2,-74.17,45.61,-1.43,13.15,-0.22
-10.94,-447.86,-581.97,-88.88,-72.96,75.79,1,21.68,0.27
-11.63,-291.49,-587.2,-46.3,-72.97,110.4,-0.12,31.1,0.32
-11.69,-100.9,-586.64,4.64,-71.46,141.59,-0.67,39.09,0.61
-11.83,51.88,-591.81,43.9,-71.85,159.51,-3.67,43.03,0.33
-12.11,135.18,-606.28,64.79,-73.9,150.39,-7.25,39.61,-0.34
-11.91,170.54,-599.6,74.05,-72.28,116.01,-6.24,30.08,-0.35
-11.69,199.96,-579.95,81.94,-69.22,72.4,-1.1,18.57,0.18
-11.43,254.67,-558.52,95.48,-66.02,47.69,7.76,12.2,1.43
-16.46,312.64,-520.08,109.51,-60.38,44.88,19.97,11.33,3.15
-17.03,408.35,-480.48,132.73,-54.6,60.17,28.62,14.83,4.27
-17.8,562.09,-454.8,168.97,-50.27,89.61,31.84,21.59,4.81
-18.11,803.92,-427.04,223.53,-45.48,137.27,32.01,32.18,5.02
-17.91,1098.13,-403.74,286.52,-41.92,200.01,27.97,45.32,4.53
-17.57,1461.23,-394.34,358.44,-39.91,268.63,21.85,57.98,3.73
-17.11,1862.92,-387.8,433.44,-38.19,331.61,16.34,67.74,2.95
-15.17,2261.71,-386.48,503.05,-37.19,375.14,9.53,72.23,2.03
-13.71,2621.28,-400.3,561.33,-38.37,393.27,1.41,71.35,1
-16.71,2636.06,-389.43,563.08,-36.61,320.65,-0.25,55.88,0.68
-18.51,2326.32,-331.37,513.66,-28.26,140.59,11.11,24.33,2.1
-17.6,2022.63,-247.24,462.55,-16.98,-66.98,35.03,-10.59,5.13
-17.57,1774.71,-165.61,419.55,-6.38,-221.04,61.71,-36.25,8.48
-18.09,1628.14,-66.09,393.26,7.1,-247.95,82.12,-41.35,11.09
-17.51,1585.6,17.92,386.37,18.43,-179.39,89.19,-30.45,11.96
-15.8,1580.4,80.91,386.54,26.85,-99.47,85.51,-16.64,11.5
-12.23,1572.5,142.15,385.67,34.96,-37.43,78.06,-5.57,10.54
-3.2,1457.07,174.9,364.39,37.98,-27.78,62.66,-3.97,8.15
14.54,1246.76,192.35,324.11,39.26,-72.54,46.5,-12.82,5.62
24.37,776.55,244.93,227.4,44.58,-186.32,40.19,-36.23,4.34
31.14,303.05,258.17,121.14,43.94,-315.9,32.7,-65.05,2.83
38.11,13.26,207.96,49.67,36.73,-378.28,15.78,-81.94,0.6
39.37,-99.92,133.67,19.72,26.73,-341.87,-12.84,-77.58,-2.91
39.51,-34.23,54.96,35.11,17.43,-199.21,-47.96,-47.65,-6.79
38.17,90.3,-30.85,64.8,6.77,-44.09,-70.81,-11.78,-9.02
34.57,199.36,-122.17,90.06,-4.85,59.72,-80.43,13.6,-10
30.37,209.44,-182.08,91.5,-12.92,89.02,-79.07,20.94,-9.88
25.8,106.64,-234.43,65.94,-20.17,44.01,-71.44,9.95,-9.24
22.2,-40.73,-285.16,29.4,-27.3,-31.67,-60.71,-8.41,-8.12
19.14,-185.4,-327.22,-7.33,-33.27,-98.5,-50.09,-24.69,-6.92
16.49,-318.96,-356.19,-42.12,-36.79,-131.84,-42.99,-33.16,-5.9
14.8,-467.41,-368.89,-81.85,-39.08,-139.99,-32.95,-35.92,-4.55
13.09,-577.72,-391.42,-112.18,-42.45,-133.27,-24.4,-35.05,-3.44
12.54,-649.58,-411.73,-132.33,-45.43,-116.62,-19.4,-31.35,-2.82
10.94,-685.15,-439.46,-142.91,-50.08,-89.56,-19.91,-24.6,-3.11
7.86,-763.25,-457.61,-165.43,-52.9,-68.21,-21.51,-19.24,-3.34
6,-839.76,-472.96,-187.76,-55.2,-62.26,-19.84,-17.93,-3.11
4.66,-891.71,-484.93,-203.13,-56.99,-62.51,-16.94,-18.19,-2.64
5.17,-906.47,-500.13,-208.03,-59.24,-55.73,-13.85,-16.33,-2.06
5.57,-905.29,-519.13,-207.9,-61.43,-33.54,-14.12,-10.01,-1.94
5.71,-913.91,-528.42,-210.59,-62.67,-14.41,-13.8,-4.45,-1.79
5.54,-921.14,-537.27,-212.83,-63.97,-4.59,-12.84,-1.52,-1.62
5.17,-931.03,-543.96,-215.86,-64.99,-4.27,-10.39,-1.33,-1.32
4.89,-940.18,-546.79,-218.66,-65.45,-6.34,-7.15,-1.91,-0.99
4.63,-960.86,-551.39,-225.37,-66.19,-8.87,-5.85,-2.74,-0.84
