Flow,D1,D2,P1,P2,dD1,dD2,dP1,dP2
10.34,-793.33,-196.49,-155.51,-20.44,-36.19,-38.11,-9.96,-5.69
9.69,-836.08,-217.08,-168.64,-24.01,-42.81,-31.52,-11.95,-4.8
9.09,-883.41,-235.61,-182.99,-26.9,-45.99,-25.41,-13.28,-3.93
8.8,-953.35,-249.18,-202.26,-28.96,-51.75,-20,-15.06,-3.08
8.46,-1007.62,-273.58,-217.92,-32.63,-56.56,-18.47,-16.36,-2.91
8.31,-1051.02,-291.97,-229.86,-35.39,-57.34,-18.58,-16.25,-2.82
7.31,-1077.86,-317.79,-237.4,-39.27,-50.49,-20.48,-14.14,-3.09
6.8,-1140.38,-344.03,-256.69,-43.85,-46.15,-23.12,-13.3,-3.61
6.34,-1211.52,-364.42,-277.35,-47.1,-51.3,-23.05,-15.01,-3.7
5.8,-1252.28,-381.8,-289.39,-49.79,-55.09,-22.24,-16.32,-3.62
5.11,-1252.48,-396.55,-289.93,-52.05,-47.51,-19.06,-14.17,-3.09
4.2,-1249.66,-408.13,-289.27,-53.81,-27.29,-15.49,-8.15,-2.42
3.54,-1250.97,-417.56,-289.74,-55.25,-8.93,-12.64,-2.83,-1.95
3.31,-1252.68,-420.9,-290.29,-55.76,-1.19,-9.24,-0.51,-1.42
3.14,-1255.47,-423.7,-290.69,-56.18,-2.11,-5.98,-0.59,-0.92
2.97,-1256.51,-427.03,-290.89,-56.68,-3.02,-3.61,-0.75,-0.55
2.86,-1268.21,-428.92,-294.39,-56.96,-5.3,-1.99,-1.39,-0.31
2.77,-1285.87,-432.35,-299.92,-58.07,-10.36,-1.75,-2.93,-0.39
2.77,-1290.56,-438.8,-301.47,-59.21,-14.26,-2.3,-4.1,-0.57
2.97,-1294.43,-436.4,-303.43,-58.26,-16.62,-1.45,-4.77,-0.34
2.2,-1286.98,-439.87,-302.33,-58.62,-13.97,-1.05,-3.98,-0.14
1.57,-1298.62,-456.73,-307.24,-61.15,-13.69,-3.34,-3.96,-0.33
0.11,-1293.48,-469.66,-307.32,-63.1,-14.18,-6.5,-4.22,-0.83
-1.71,-1257.28,-484.44,-298.24,-65.35,-7.8,-10.85,-2.33,-1.62
-4.31,-1140.67,-531.73,-267.7,-72.06,17.58,-19.45,4.8,-2.87
-7.91,-852.29,-588.82,-195.62,-79,87.82,-31.07,23.19,-4.25
-10.2,-466.3,-630.86,-101.26,-85.06,188.99,-41.35,48.43,-5.58
-11.26,-98.74,-657.71,-15.91,-87.92,282.74,-43.53,70.24,-5.68
-11.71,270.93,-682.06,65.89,-91.4,342.26,-36.2,82.07,-4.67
-11.74,624.77,-694.31,140.13,-92.61,354.68,-25.71,81.48,-3.3
-11.8,937.08,-706.65,202.64,-94.37,339.27,-18.56,74.19,-2.31
-11.97,1241.66,-713.99,261.46,-95.46,321.68,-13.78,67.14,-1.84
-11.83,1545.44,-722.01,317.14,-96.12,304.76,-10.39,60.59,-1.32
-11.49,1852.82,-730.52,371.42,-96.71,296.57,-9.59,56.2,-1.14
-10.89,2098.14,-742.52,413.25,-97.83,286.15,-10,51.99,-1.02
-10.69,2336.66,-759.52,451.92,-100.36,270.13,-12.66,47.01,-1.4
-10.46,2545.96,-762.99,485.14,-100.28,247.24,-12.94,41.38,-1.49
-10.31,2772.2,-757.78,519.3,-99.28,229.83,-9.68,36.86,-1.09
-10.14,2982.82,-744.28,550.48,-96.49,223.62,-2.73,34.59,-0.01
-10.17,3147.8,-722.91,574.4,-92.94,210.85,6.21,31.73,1.43
-10.31,3197.64,-689.28,582.55,-87.57,174.64,14.74,26.01,2.68
-10.6,3106.18,-637.14,572.44,-79.36,96.71,25.6,15.18,4.33
-10.43,2961.4,-564.49,554.25,-68.61,1.38,39.98,2.2,6.33
-10.83,2734.78,-441.77,524.13,-50.43,-95.46,63.64,-10.98,9.75
-10.37,2441.24,-443.76,482.11,-51.22,-177.16,62.98,-22.82,9.48
-8.6,2168.78,-485.84,440.69,-58.18,-228.06,35.93,-31.33,5.23
-9,2045.06,-499.34,421.8,-60.14,-228.42,1.35,-32.49,0.1
-9.03,1957.39,-498.73,408.42,-60.37,-183.61,-25.04,-26.74,-3.76
-9.46,1926.58,-481.95,403.69,-57.58,-112.44,-17.59,-16.37,-2.4
-9.57,1867.25,-467.45,393.97,-55.64,-60.3,-3.53,-8.52,-0.15
-9.86,1836.35,-444.61,389.47,-52.52,-38.7,5.03,-5.19,1.08
-9.63,1869.61,-410.27,395.23,-47.64,-14.32,12.36,-1.26,2.14
-8.94,1925.4,-382.86,404.6,-43.81,12.39,16.62,3.15,2.65
-6.69,1918.32,-352.28,403.71,-39.4,31.33,20.74,6.23,3.25
-0.43,1756.02,-314.56,376.59,-34.42,0.12,24.05,0.77,3.62
9.26,1316.62,-260.66,299.04,-27.12,-117.99,29.84,-20.01,4.27
14.69,732.56,-214.68,187.93,-22.3,-291.8,36.74,-52.39,4.82
17.23,341,-186.39,106.55,-19.29,-413.84,37.9,-77.54,4.59
17.54,187.1,-166.58,72.91,-16.1,-410.06,32.51,-79.79,3.88
17.31,51.84,-155.4,42.47,-14.4,-308.29,21.98,-63.05,2.67
16.97,-93.2,-161.66,8.9,-15.38,-196.08,10.27,-42.7,1.42
16.43,-230.79,-177.53,-24.35,-17.82,-144.92,-0.86,-33.17,-0.05
15.69,-308.64,-212.2,-43.43,-23.72,-130.04,-14.23,-30.57,-2.25
15.09,-354.32,-253.79,-55.23,-30.27,-105.27,-27.44,-25.38,-4.37
14.4,-382.43,-290.64,-62.87,-35.41,-72.46,-35.98,-18,-5.6
13.54,-420.62,-312.69,-72.61,-38.7,-47.25,-37.31,-12.08,-5.68
13.29,-478.01,-323.84,-87.14,-41.02,-41.95,-30.54,-10.86,-4.62
12.74,-556.7,-324.18,-107.27,-41.26,-51.02,-19.59,-13.11,-3.06
12.34,-651.08,-332.29,-131.36,-42.6,-68.05,-11.49,-17.37,-1.97
11.43,-737.95,-362.13,-154.74,-47.89,-81.44,-12.56,-21.04,-2.25
10.69,-865.33,-365.37,-189.39,-49.2,-96.39,-13.74,-25.42,-2.52
9.66,-930.21,-380.67,-207.41,-52.44,-97.11,-16.1,-26.09,-3.1
9.06,-1014.57,-386.35,-230.71,-53.59,-93.07,-14.04,-25.44,-2.84
8.37,-1081.54,-395.1,-250.22,-55.66,-84.92,-9.97,-23.57,-2.17
8.29,-1124.38,-396.34,-262.29,-55.46,-68.32,-8.87,-19.22,-1.74
7.83,-1121.13,-404.2,-261.27,-56.61,-50.63,-6.92,-14.32,-1.19
6.94,-1111.08,-411.17,-258.79,-57.7,-24.77,-7.1,-7.12,-1.08
6.26,-1110.93,-422.65,-258.9,-59.51,-6.05,-8.22,-1.79,-1.17
5.49,-1119.31,-429.42,-261.4,-60,0.57,-9.7,0.01,-1.37
5.17,-1134.86,-431.06,-265.97,-60.12,-4.97,-8.45,-1.59,-1.11
4.89,-1148.33,-439,-269.93,-61.35,-11.16,-7.71,-3.3,-0.97
4.63,-1173.79,-434.41,-277.41,-60.64,-16.7,-4.65,-4.9,-0.54
4.51,-1199.53,-433.26,-285.48,-60.48,-21.08,-2.47,-6.29,-0.34
4.37,-1218.23,-430.15,-291.18,-60.01,-22.86,-0.63,-6.91,-0.08
3.94,-1221.22,-430.67,-291.67,-60.12,-20.03,0.71,-6.02,0.12
3.23,-1252.85,-431.67,-301.01,-60.31,-19,-0.57,-5.64,-0.09
3.03,-1285.11,-438.89,-311.13,-62.08,-21.71,-2.64,-6.45,-0.54
2.54,-1320.86,-443.86,-322.11,-63.66,-28.23,-4.91,-8.52,-1.11
1.94,-1326.07,-446.44,-323.76,-63.71,-29.27,-5.69,-8.97,-1.24
0.91,-1316.17,-452.35,-320.79,-64.58,-18.35,-6.15,-5.69,-1.19
0.2,-1305.86,-449.76,-317.68,-64.16,-5.26,-4.23,-1.64,-0.67
-0.2,-1293.65,-451.23,-313.99,-64.41,5.96,-2.95,1.79,-0.35
-2.34,-1278.5,-457.54,-309.42,-65.43,10.37,-3.22,3.14,-0.48
-5.94,-1236.71,-468.89,-296.86,-66.67,17.4,-5.18,5.25,-0.69
-8.94,-1133.29,-478.63,-266.68,-68.09,39.24,-8.64,11.63,-1.16
-11.2,-925.07,-498.75,-208.6,-70.09,87.71,-12.74,25.2,-1.55
-12.8,-571.4,-517.63,-115.66,-72.21,172.74,-16.16,47.62,-1.85
-13.57,-163.41,-535.7,-16.32,-73.69,271.98,-18.42,71.5,-1.97
-13.71,302.76,-551.72,88.86,-75.31,365.72,-19.43,90.94,-1.95
-13.4,727.41,-561.88,175.82,-76.7,421.55,-17.08,98.24,-1.76
-13.51,1101.34,-588.37,246.3,-80.36,428.37,-17.71,92.73,-2.04
-13.43,1393.39,-595.36,298.56,-80.74,396.62,-16.43,79.95,-2.01
-13.11,1611.99,-593.51,337.07,-80.25,333.96,-12.41,63.12,-1.47
-12.74,1814.12,-590.29,371.92,-79.68,273.57,-6.78,49.37,-0.65
-12.43,2008.04,-572.42,404.47,-76.19,227.97,3.23,39.88,0.9
-12.46,2144.15,-555.35,427.6,-73.27,193.59,9.74,33.28,1.87
-12.29,2221.55,-527.33,441.34,-68.7,157.96,16.44,26.99,2.93
-12.46,2279.37,-498.98,451.96,-64.14,116.62,22.57,20.11,3.85
-12.29,2245.27,-454.43,448.31,-57.02,62.29,29.13,11.46,4.75
-11.8,2177.78,-448.05,439.38,-55.41,9.44,28.72,3.15,4.75
-11.57,2233.28,-453.22,448.51,-56.09,-8.38,19.93,0.13,3.41
-11.43,2425.91,-454.19,478.86,-56.2,26.9,9.11,5.26,1.7
-11.14,2696.39,-449.66,519.2,-55.48,113.67,0.35,17.96,0.24
-10.91,2890.9,-454.21,548.35,-56.21,187.84,-0.9,28.73,-0.09
-10.91,2933.4,-454.89,555.28,-56.33,185.89,-0.39,28.24,-0.05
-10.17,3013.45,-445.9,567.31,-54.32,141.31,1.02,21.34,0.29
-9.34,3167.19,-433.14,588.56,-52.14,107.73,3.93,15.99,0.84
-8.69,3308.1,-417.33,608.01,-50.21,109.89,9.22,15.74,1.59
-8.26,3404.72,-391.58,620.71,-46.92,128.82,15.01,17.95,2.24
-7.34,3388.6,-358.48,619.05,-41.96,105.58,20.96,14.63,2.92
-4.66,3205.02,-315.73,595.28,-35.36,23.48,28.53,3.7,4.08
0.4,2896.62,-272.97,553.55,-28.77,-93.98,35.5,-12.09,5.33
7.14,2281.12,-196.37,462.47,-17.61,-265.86,46.58,-36.85,7.06
12.8,1314.92,-95.62,301.89,-4.34,-500.08,63.53,-75.49,9.19
16.4,630.43,-55.29,171.62,-0.1,-667.62,68.92,-108.9,9.4
17.49,344.12,-40.37,113.24,1.58,-671.73,59.79,-116.41,7.74
17.37,240.77,-54.66,91.87,-0.76,-502.48,32.97,-92.45,3.88
17.09,107.86,-76.75,62.86,-4.78,-278.27,2.76,-55.35,-0.26
16.17,-10.05,-105.88,35.85,-9.41,-149.88,-15.09,-31.82,-2.65
15.71,-157.79,-120.33,1.56,-11.71,-123.93,-22.73,-27.64,-3.71
15.69,-272.82,-143.13,-26.25,-15.25,-128.16,-23.93,-29.56,-3.82
15.11,-332.19,-177.95,-40.69,-20.63,-113.55,-26.09,-26.82,-4.02
14.51,-391.09,-208.82,-55.07,-25.43,-93.18,-28.71,-22.38,-4.39
13.71,-455.77,-229.32,-71.51,-28.66,-71.07,-30.94,-17.5,-4.74
13.09,-525.8,-248.49,-89.15,-31.7,-62.67,-28.97,-15.68,-4.45
12.46,-603.38,-267.94,-108.88,-34.78,-67.63,-24.84,-17.12,-3.83
11.66,-678.23,-280.3,-128.18,-36.76,-72.51,-21.06,-18.53,-3.26
10.91,-761.92,-287.62,-150.13,-37.95,-77.32,-17.69,-19.92,-2.75
9.91,-854.2,-289.28,-175.28,-38.86,-82.93,-12.87,-21.78,-2.12
8.74,-915.28,-303.32,-191.55,-41.26,-81.82,-10.59,-21.79,-1.87
7.66,-945.51,-307.82,-200.23,-42.05,-71.02,-9.56,-19.19,-1.74
6.4,-978.29,-316.16,-209.43,-43.4,-54.97,-9.91,-15.08,-1.74
7.06,-1041.97,-326.85,-227.32,-45.11,-46.73,-11.04,-12.99,-1.78
7.71,-1116.27,-337.68,-248.96,-46.85,-53,-10.93,-15.06,-1.73
7.69,-1163.53,-341.35,-262.33,-47.45,-60.77,-10.96,-17.29,-1.73
6.77,-1175.81,-348.9,-266.3,-48.66,-55.08,-10.06,-15.82,-1.59
5.63,-1176.04,-355.91,-266.97,-49.79,-36.08,-8.94,-10.58,-1.41
3.74,-1179.75,-361.61,-267.8,-51.32,-17.05,-8.18,-5.1,-1.41
3.63,-1178.75,-362.94,-267.92,-51.71,-6.31,-7.43,-2.08,-1.39
3.97,-1180.08,-364.73,-267.98,-52.07,-3.76,-5.59,-1.18,-1.13
3.89,-1187.34,-366.79,-270,-52.42,-4.65,-4.07,-1.3,-0.83
3.77,-1201.74,-363.07,-274.63,-51.85,-7.33,-2.09,-2.17,-0.39
3.54,-1232.34,-361.9,-283.77,-51.68,-14.74,-0.87,-4.37,-0.15
3.51,-1255.96,-364,-290.82,-52.62,-21.44,-0.45,-6.46,-0.2
3.66,-1273.59,-358.79,-296.11,-51.37,-24.44,0.57,-7.35,0
2.63,-1268.02,-361.43,-294.47,-51.68,-19.16,-0.2,-5.72,-0.06
2.09,-1304.22,-367.14,-305.31,-52.56,-17.35,-1.56,-5.18,-0.2
1.89,-1347.85,-373.16,-318.5,-54.12,-23.17,-3.41,-6.96,-0.53
1.29,-1397.59,-376.38,-333.23,-54.8,-34.46,-5.42,-10.32,-1.04
0.66,-1421.51,-377.5,-340.46,-55.04,-41.66,-4.86,-12.47,-1
-0.2,-1416.05,-378.03,-338.72,-55.15,-31.26,-3.3,-9.34,-0.71
-1.03,-1413.55,-374.23,-337.93,-54.56,-16.4,-1.02,-4.86,-0.22
-1.51,-1402.3,-374.58,-334.45,-54.63,-1.4,0.11,-0.37,0
-3.2,-1413.08,-384.63,-337.76,-56.25,2.05,-1.59,0.66,-0.26
-6.49,-1465.46,-388.05,-353.56,-58.01,-10.57,-3.49,-3.18,-0.8
-9.57,-1540.49,-401.07,-376.59,-61.63,-32.25,-7.1,-9.81,-1.8
-13.74,-1636.26,-406.19,-407.12,-64.08,-60.08,-8.32,-18.59,-2.47
-20.77,-1711.04,-401.75,-430.68,-65.03,-77.44,-5.56,-24.19,-2.41
-29.97,-1738.87,-371.69,-439.19,-60.72,-72.83,2.92,-22.88,-0.93
-33.91,-1765.65,-318.71,-447.9,-52.47,-56.71,19.73,-17.92,2.13
-36.11,-1789.79,-255.17,-455.1,-43.15,-37.89,38.46,-11.86,5.43
-37.6,-1806.02,-210.9,-459.08,-37.04,-26.11,49.95,-7.9,7.36
-38.49,-1795.98,-145.36,-453.14,-27.16,-17.78,56.36,-4.62,8.29
-38.57,-1783.15,-64.25,-446.33,-14.86,-6.74,62.4,-0.28,9.19
-37.6,-1746.46,23.35,-431.92,-1.71,8.05,71.13,5.05,10.61
-35.69,-1693.63,129.96,-411.51,14.07,24.25,86.08,10.71,12.91
-34.11,-1638.56,231.73,-391.19,28.28,37,96.2,14.89,14.17
-32.17,-1568.06,319.49,-365.82,40.71,50.14,99.29,19.15,14.35
-29.51,-1492.16,408.65,-339.45,53.28,59.49,98.06,22,13.94
-27.74,-1410.26,481.89,-312.16,63.51,67.02,90.44,23.91,12.71
-25.69,-1311.44,554.12,-280.36,74.11,76.35,83.36,26.29,11.81
-24.06,-1200.69,604.07,-245.75,81.12,85.94,74.35,28.55,10.56
-21.46,-1055.15,619.12,-201.79,83.84,101.92,57.39,32.66,8.29
-18.69,-861.92,631.29,-146.59,86.31,128.14,39.56,39.36,5.97
-16.14,-640.59,630.8,-85.72,87.1,160.51,21.25,47.22,3.55
-12.63,-448.44,615.72,-34.86,86.55,184.41,6.55,52.22,1.82
-5.71,-312.26,595.42,-0.29,84.82,182.75,-3.47,50.02,0.6
13.14,-278.9,577.45,7.76,83.29,142.53,-11.73,38.05,-0.49
27.97,-338.01,597.29,-8.06,86.25,70.45,-8.13,18.43,-0.18
34.91,-283.23,590.62,4.06,86.05,22.91,-2.53,5.56,0.35
41.71,-16.54,544.52,65.84,81.2,50.47,-6.65,11.31,-0.15
42.63,254.42,468.89,125.26,72.4,130.01,-24.92,29.28,-2.41
39.54,437.74,386.05,162.97,61.9,199.68,-52.62,44.7,-5.99
35.8,521.74,304.66,179.3,50.08,196.8,-71.6,43.13,-8.93
32.37,453.05,251.83,162.24,41.84,110.57,-73.92,23.02,-9.96
29.09,314.98,210.45,129.95,35.72,3.14,-64.45,-0.86,-9.26
26.14,175.57,153.5,96.09,27.43,-83.88,-55.64,-20.11,-8.3
23.23,39.29,103.46,62.45,20.74,-135.13,-50.11,-31.84,-7.33
18.83,-105.83,57.52,25.31,14.15,-150.31,-49.91,-36.06,-7.1
14.06,-277.65,22,-18.89,8.95,-157.77,-47.89,-38.85,-6.78
12.26,-413.77,-3.03,-55.07,5.25,-160.86,-40.23,-40.46,-5.74
12.51,-495.31,-21.33,-77,2.53,-149.04,-31.91,-38.09,-4.68
12.43,-511.99,-48,-82.86,-1.46,-113.85,-26.42,-29.58,-3.92
11.8,-520.3,-70.2,-86.62,-4.8,-67.98,-24.02,-18.29,-3.59
11.03,-539.95,-86.09,-92.51,-7.2,-35.58,-22.7,-10.13,-3.41
10.43,-565.47,-101.93,-99.71,-9.61,-22.79,-21.26,-6.85,-3.2
10.11,-604.6,-114.08,-111.05,-12.07,-27.52,-17.84,-8.01,-2.82
9.4,-656.93,-120.99,-125.8,-13.29,-37.43,-14.46,-10.59,-2.41
9.06,-724.28,-116.73,-144.87,-12.69,-49.37,-9.5,-13.93,-1.68
8.74,-767.8,-121.01,-157.37,-13.36,-55.79,-5.41,-15.77,-1.01
8.43,-801.92,-126.27,-166.79,-14.17,-53.9,-3.51,-15.17,-0.59
7.57,-820.24,-144.64,-172.01,-16.98,-43.66,-6.47,-12.27,-1
6.91,-876.59,-160.21,-188.44,-19.37,-38.8,-11.62,-10.99,-1.78
6.51,-947.63,-178.69,-209.96,-22.82,-46.45,-15.34,-13.48,-2.47
5.89,-1006.52,-193.94,-227.85,-25.33,-56.75,-17.25,-16.84,-2.86
4.29,-1011.57,-214.9,-229.97,-28.01,-54.42,-17.63,-16.39,-2.83
-0.66,-976.82,-240.6,-220.19,-31.84,-29.54,-19.79,-9.2,-3.02
-6.11,-884.14,-258.18,-193.82,-33.92,12.82,-20.53,3.22,-2.86
-9.26,-726.98,-284.17,-149.22,-37.19,66.25,-22.22,18.69,-2.93
-11.17,-506.59,-318.12,-89.71,-41.69,124.21,-24.75,34.68,-3.23
-12.51,-255.55,-348.35,-24.87,-46.22,181.06,-27.24,49.23,-3.6
-13.37,-96.53,-381.11,14.89,-50.73,204.64,-30.7,54.18,-4.21
-13.54,83.36,-410.84,58.21,-55.28,203.98,-31.36,52.19,-4.47
-13.31,331.76,-424.71,116.23,-56.85,203.36,-27.35,49.97,-3.89
-13.4,658.35,-441.44,188.03,-59.34,228.38,-22.82,53.43,-3.2
-13.51,990.91,-471.63,255.94,-63.55,278.89,-21.08,62.18,-2.95
-13.66,1370.86,-491.93,326.71,-66.05,328.62,-20.92,68.94,-2.81
-13.6,1790.03,-507.39,399.9,-67.75,369.53,-21.69,72.17,-2.85
-13.31,2247.56,-518.93,475.17,-68.81,405.9,-19.27,73.68,-2.33
-13.06,2651.55,-519.8,537.52,-68.73,429.57,-12.59,73.31,-1.33
-12.8,2949.31,-520.52,581.34,-68.2,413.24,-7.23,67.14,-0.55
-12.4,3129.61,-509.78,607.46,-66.3,350.98,-0.88,54.86,0.33
-11.83,3207.02,-487.33,618.2,-62.65,253.77,7.13,38.56,1.47
-11.6,3115.83,-456.51,605.89,-57.11,133.43,15.84,20.48,2.89
-10.54,2952.73,-421.26,583.91,-51.33,14.34,25.1,3.55,4.32
-8,2712.37,-386.57,549.57,-46.4,-94.04,31.24,-11.82,5.15
-3.69,2311.97,-330.56,489.51,-37.75,-205.1,38.41,-28.25,6.11
5.29,1728.11,-272.63,393.11,-29.38,-328.29,45.98,-48.98,6.98
10.71,1093.92,-242.99,277.16,-26.21,-458.18,47.18,-74.16,6.8
13.8,603.1,-210.41,178.36,-22.22,-533.21,44.04,-92.88,6.05
15.54,260.85,-189.97,103.76,-20.02,-513.83,34.22,-96.3,4.3
16.63,46.53,-180.29,54.98,-18.84,-412.06,23.41,-82.91,2.73
16.74,-127.13,-173,13.17,-17.85,-293.31,16.4,-63.31,1.97
16.14,-287.45,-174.71,-25.91,-18.2,-211.12,7.97,-48.28,0.95
16,-424.97,-173.38,-60.63,-18.08,-165.4,2.73,-39.5,0.34
16.37,-542.07,-177.58,-90.98,-18.81,-142.89,-0.95,-35.25,-0.17
15.54,-660.13,-187.32,-122.29,-21.01,-127.93,-4.96,-32.42,-0.89
14.4,-770.65,-201.48,-152.74,-23.46,-116.45,-8.98,-30.47,-1.6
13.23,-839.51,-223.79,-171.9,-27.09,-102.42,-15.16,-27.48,-2.58
12.4,-877.88,-234.28,-182.19,-28.87,-82.04,-18.16,-22.34,-3
11.14,-932.88,-243.98,-197.53,-30.53,-62.45,-18.25,-17.2,-2.88
10.6,-1017.92,-259.8,-221.73,-33.76,-56.21,-17.76,-15.64,-2.9
10.06,-1099.1,-270.72,-245.24,-35.81,-63.64,-16.42,-18,-2.78
9.51,-1140.86,-278.2,-257.9,-37.82,-67.3,-16.27,-19.41,-2.9
9.11,-1156.22,-290.07,-262.51,-40.04,-55.37,-16.12,-16.21,-2.93
8.29,-1165.71,-286.83,-265.75,-39.77,-33.96,-12.56,-10.22,-2.27
7.03,-1176.38,-283.24,-268.99,-39.4,-16.87,-8.7,-5.31,-1.57
5.86,-1184.79,-281.31,-271.45,-39.28,-10.02,-5.36,-3.22,-0.9
4.49,-1181.89,-276.23,-270.5,-38.66,-6.64,-2.16,-2.15,-0.36
1.4,-1181.56,-276.17,-270.76,-38.82,-3.84,-2.7,-1.3,-0.43
-4.63,-1115.61,-286.61,-251.31,-40.03,11.71,-5.76,3.27,-0.79
-8.46,-924.42,-293.38,-197.19,-40.5,57.23,-9.13,16.24,-1.11
-11.09,-612.7,-309.77,-113.78,-42.46,137.5,-14.22,38.03,-1.67
-12.4,-289.54,-334.97,-33.13,-45.81,226.31,-19.99,60.54,-2.41
-12.94,35.19,-350.18,43.11,-47.59,291.17,-22.9,74.55,-2.83
-13,356.27,-352.09,114.45,-47.23,318.41,-21.92,77.3,-2.67
-12.91,712.64,-356.61,189.59,-47.29,326.95,-17.29,74.7,-1.93
-12.83,1031.47,-355.93,252.5,-46.51,329,-11.08,71.02,-0.94
-13.03,1251.58,-359.71,294.24,-47.65,307.8,-8.54,63.3,-0.78
-13,1401.23,-351.29,321.88,-47.14,260.24,-6.38,51.3,-0.85
-12.63,1505.02,-339.81,341.29,-45.65,193.57,-2.36,36.77,-0.57
-12.51,1626.89,-326.67,363.72,-43.15,143.57,1.7,26.63,0.04
-12.31,1842.21,-317.7,400.48,-41.12,141.01,4.74,25.33,0.88
-12.06,2144.16,-302.82,450.16,-38.68,184.08,5.78,31.74,1.32
-11.29,2398.72,-300,490.76,-38.32,233.92,4.22,39.01,1.09
-10.97,2650.49,-303.18,529.45,-38.99,265.64,0.32,42.98,0.29
-10.63,2800,-295.7,551.33,-37.95,249.15,-1.8,39.22,-0.22
-9.91,2902.99,-282.69,566.51,-36.02,200.21,-1.69,30.7,-0.25
-9.23,3027.79,-265.77,584.55,-32.87,160.42,2.84,24.04,0.58
-8.69,3148.02,-242.32,601.58,-29.09,132.48,9.27,19.48,1.7
-7.63,3142.06,-211.75,601.16,-24.31,103.82,15.14,15.35,2.67
-4.94,2962.27,-172.7,576.73,-18.21,34.6,21.98,5.68,3.7
0.2,2575.24,-113.4,522.14,-8.95,-98,32.36,-13.01,5.2
8.51,1666.11,-27.74,378.77,3.74,-343.38,48.13,-50.73,7.49
15.23,508.53,56.61,161.14,14.09,-649.29,64.08,-106.53,9.33
18.8,-130.39,105.44,20.54,19.56,-821.41,69.08,-146.67,9.38
18.66,-409.09,117.3,-46.2,21.39,-775.62,56.38,-149.39,7.23
17.97,-581.81,105.45,-89.79,19.56,-542.37,29.98,-114.74,3.52
17.11,-699.38,90.1,-120.49,17.19,-288.66,4.2,-67.87,0.27
16.31,-774.61,67.01,-141.05,13.64,-160.15,-12.77,-40.34,-1.93
15.26,-801.83,39.71,-148.55,9.42,-100.14,-21.63,-26.21,-3.3
13.83,-815.09,13.61,-152.68,5.36,-59.09,-25.6,-15.97,-3.93
12.77,-829.82,-6.73,-156.88,2.18,-32.16,-26.84,-8.99,-4.13
11.91,-856.67,-25.4,-164.31,-0.75,-21.07,-25.18,-5.99,-3.89
11.46,-890.21,-37,-173.59,-3.19,-23.53,-21.23,-6.62,-3.41
10.8,-942.9,-47.27,-188.27,-4.99,-33.11,-17.09,-9.19,-2.87
10.49,-1001.29,-60.13,-205.2,-7.68,-44.29,-14.65,-12.43,-2.65
10.06,-1037.07,-72.13,-215.55,-10.36,-48.53,-13.33,-13.77,-2.61
9.4,-1051.43,-86.93,-219.74,-12.93,-43.02,-14.05,-12.32,-2.71
8.63,-1098.17,-102.52,-233.7,-14.87,-37.45,-15.21,-10.92,-2.71
8.14,-1161.8,-120.67,-252.43,-18.21,-39.61,-16.56,-11.64,-2.76
7.74,-1222.08,-125.95,-270.78,-19.19,-49.46,-15.49,-14.71,-2.49
7.4,-1244.35,-134.5,-278.08,-20.6,-52.41,-13.17,-15.78,-2.15
6.49,-1243.92,-143.44,-278.64,-22.05,-38.8,-10.85,-11.94,-1.86
5.74,-1249.24,-146.54,-280.49,-21.97,-20.95,-8.17,-6.75,-1.22
4.89,-1256.4,-148.41,-282.74,-22.12,-8.47,-6.91,-2.94,-0.89
3.43,-1267.47,-144.67,-286.12,-21.5,-6.84,-3.69,-2.29,-0.35
0.57,-1268.58,-133.31,-286.03,-19.7,-7.59,1.14,-2.28,0.37
-2.2,-1295.78,-126.31,-293.67,-19.2,-11.23,4.57,-3.16,0.66
-3.63,-1305.29,-126.16,-296.37,-19.37,-13.18,5.4,-3.63,0.66
-5.71,-1251.69,-132.81,-280.13,-19.89,-0.93,2.27,0.06,0.24
-7.71,-1123.71,-136.03,-242.74,-19.67,33.17,-1.97,9.97,-0.17
-9.43,-965.33,-149.61,-197.97,-21.64,84.35,-6.4,24.55,-0.62
-10.57,-758.99,-172.36,-142.76,-24.64,138.46,-11.68,39.11,-1.33
-11.43,-534.79,-182.75,-85.29,-25.54,181.03,-14.41,49.31,-1.73
-12.11,-232.32,-197.76,-10.44,-27.16,223.26,-16.49,58.27,-1.99
-12.54,163.12,-208.16,80.23,-28.03,281.24,-15.13,69.65,-1.64
-12.86,580.92,-215.35,168.46,-28.4,341.83,-12.05,79.85,-1.11
-13.03,987.73,-221.56,248.22,-28.6,391.24,-10.46,85.95,-0.85
-13.14,1322.72,-223.86,309.38,-28.18,400.27,-7.52,82.41,-0.37
-13.09,1592.22,-224.38,356.84,-27.48,368.07,-5.07,71.31,0.02
-13.63,1810.49,-230.36,393.34,-28.25,315.53,-4.26,57.94,0.03
-14.8,1848.25,-240.49,399.6,-29.87,230.87,-5.41,40.92,-0.37
-15.4,1717.14,-249.5,378.51,-31.95,114.89,-7.7,20.43,-1.1
-15.6,1458.46,-240.53,334.51,-30.7,-25.83,-6.06,-3.65,-1.12
-15.91,1106.47,-222.56,273.08,-28.47,-170.39,0.75,-28.44,-0.21
-16.14,677.6,-197.28,191.8,-25.8,-287.39,10.7,-50.31,1.1
-16.26,299.86,-150.84,114.84,-19.96,-355.87,23.65,-65.66,2.85
