Flow,D1,D2,P1,P2,dD1,dD2,dP1,dP2
18.31,-83.17,260.02,-29.14,26.89,-72.95,-13.29,-31.93,-2.16
17.83,-122.35,230.25,-47.09,23.32,-60.77,-23.96,-27.1,-3.13
16.6,-148.99,163.05,-59.7,15.23,-47.39,-38.23,-21.52,-4.64
15.54,-184.09,100.43,-75.76,7.64,-37.48,-49.76,-17.25,-6
15.06,-219.28,48.9,-92.49,0.69,-33.05,-54.68,-15.37,-6.75
14.26,-247.78,-5.51,-106.01,-5.52,-31.85,-58.13,-14.93,-7.17
13.31,-267.34,-44.92,-115.34,-10.28,-29.85,-51.83,-14.06,-6.38
11.69,-278.78,-82.28,-121.13,-14.9,-23.62,-45.64,-11.29,-5.58
10.66,-291.93,-105.45,-127.52,-17.79,-17.54,-38.32,-8.47,-4.61
9.91,-300.92,-129.23,-131.89,-20.77,-13.02,-30.62,-6.36,-3.78
9.4,-313.19,-149.94,-137.83,-23.38,-11.33,-25.58,-5.54,-3.2
9.09,-325.97,-160.13,-144.32,-24.66,-11.52,-19.95,-5.64,-2.5
8.97,-340.09,-169.38,-151.26,-26.47,-12.1,-15.83,-5.97,-2.12
8.37,-352.04,-185.5,-157.12,-28.68,-12.89,-13.17,-6.37,-1.89
7.49,-360.39,-207.86,-161.22,-31.56,-12.03,-14.13,-5.95,-2.04
5.43,-373.96,-228,-167.87,-33.49,-11.63,-17.48,-5.71,-2.29
4.63,-389.07,-242.26,-175.6,-35.79,-12.04,-18.95,-5.96,-2.36
2.94,-403.61,-247.96,-182.86,-36.63,-13.31,-16.13,-6.64,-2.04
-0.91,-409.88,-244.77,-185.72,-36.24,-13.1,-9.64,-6.51,-1.29
-6.83,-404.91,-245.57,-183.21,-35.7,-8.62,-4.07,-4.25,-0.54
-10.46,-389.05,-230.68,-175.07,-32.97,-0.58,2.22,-0.15,0.6
-12.43,-364.77,-221.71,-163.06,-30.96,9.3,6.31,4.76,1.4
-13.09,-332.21,-216.24,-147.17,-30.02,18.93,7.71,9.43,1.66
-13.23,-296.98,-207.99,-129.86,-28.89,26.6,8.55,13.14,1.59
-13.43,-260.61,-191.26,-112.39,-26.09,31.76,8.83,15.52,1.51
-13.74,-215.35,-178.58,-90.97,-24.29,36.31,10.69,17.56,1.66
-13.86,-165.29,-176.13,-67.6,-23.28,40.8,10.56,19.46,1.74
-13.69,-110.52,-174.48,-42.73,-22.24,46.1,7.83,21.57,1.55
-13.51,-64.79,-178.14,-22.1,-22.48,48.95,2.66,22.57,0.87
-13.66,-20.6,-184.55,-2.35,-22.58,48.33,-1.79,21.97,0.36
-13.49,18.21,-181.26,15.15,-21.97,45,-2.5,20.29,0.16
-13.17,63,-160.57,34.88,-18.65,42.27,1.93,18.93,0.69
-13.29,121.41,-147.79,60.54,-16.2,44.83,7.85,19.92,1.56
-13.57,183.25,-118.43,87.02,-12.27,50.33,15.87,22.09,2.54
-14.37,250.97,-97.97,115.82,-8.99,57.89,20.06,25.06,3.13
-14.57,320.18,-74.66,144.47,-5.25,63.87,21.23,27.23,3.28
-14.86,385.34,-44.18,170.93,-1.22,66.18,24.08,27.7,3.57
-15,446.48,-17.01,195.7,2.21,66.06,24.6,27.24,3.54
-14.51,507.42,11.12,219.74,6.36,64.21,26.55,26.03,3.69
-13.4,566.07,37.6,242.45,9.8,62.04,27.02,24.74,3.65
-10.91,608.64,68.63,258.68,13.65,57.67,27.15,22.65,3.63
-7.11,618.62,80.06,262.79,15.05,46,24.4,17.91,3.21
-2.51,610.72,97.05,259.86,17.77,27.7,20.8,10.79,2.74
4.6,579.71,114.24,247.67,19.37,4.94,17.68,1.99,2.28
8.26,540.63,137.06,232.51,22.01,-15.37,16.76,-5.87,2.08
10.17,490.16,145.78,213.2,23.03,-30.56,16.96,-11.75,2.01
11.09,436.68,167.48,191.87,25.64,-41.65,17.2,-16.15,1.95
12.09,381.35,195.18,169.73,28.32,-48.02,19.35,-18.77,2.18
14.17,309.75,231.49,141.08,31.85,-55.11,24.11,-21.79,2.55
16.57,204.57,271.91,97.35,35.16,-68.01,32.1,-27.46,3.12
18.83,78.19,303.41,43.5,36.56,-87.79,35.54,-36.2,2.96
19.37,-16.24,309.35,1.78,35.35,-101.35,30.92,-42.75,1.99
19.23,-83.22,280.31,-28.3,30.11,-99.61,14.6,-42.94,-0.2
18.4,-127.69,224.36,-48.55,22.98,-81.73,-10.61,-35.95,-2.94
17.31,-167.16,164.82,-66.7,15.7,-59.47,-34.97,-26.72,-5.27
16.46,-207.22,101.87,-85.62,8.03,-45.92,-51.85,-20.99,-6.77
15.4,-240.63,45.94,-101.69,1.19,-38.82,-58.01,-18.09,-7.16
14.34,-268.37,-4.71,-115.25,-4.4,-34.94,-56.71,-16.57,-6.82
13.54,-285.03,-63.42,-123.35,-10.23,-29.21,-55.45,-14.06,-6.33
11.77,-299.42,-96.93,-130.31,-14.04,-22.45,-49.99,-10.89,-5.48
11.63,-313.5,-128.22,-137.1,-17.22,-17.29,-43.5,-8.4,-4.58
11.09,-326.14,-157.41,-143.21,-20.71,-14.05,-36.61,-6.79,-3.91
10.77,-339.47,-189.83,-149.95,-25.41,-13.26,-31.07,-6.46,-3.67
10.69,-355.36,-209.61,-157.74,-28.71,-13.57,-28.59,-6.66,-3.74
10.4,-370.53,-222.09,-165.47,-31.13,-14.23,-24.01,-7.07,-3.59
9.8,-387.81,-245.99,-174.02,-35.67,-15.49,-21.05,-7.74,-3.59
9.49,-407.77,-269.83,-183.88,-38.45,-17.12,-19.82,-8.52,-3.35
7.51,-427.61,-293.29,-194,-42.03,-18.56,-21.77,-9.28,-3.45
5.8,-448.88,-302.02,-204.68,-43.27,-20.21,-21.07,-10.11,-3.14
2.54,-468.3,-299.52,-214.15,-42.96,-20.95,-14.37,-10.46,-2.03
-4.91,-474.17,-291.28,-217.35,-41.24,-18.27,-5.45,-9.16,-0.75
-10.54,-463.16,-280.72,-211.64,-39.05,-10.76,2.98,-5.33,0.69
-13.34,-438.77,-261.85,-199.47,-35.75,1.23,9.26,0.67,1.79
-14.54,-406.49,-247.03,-183.22,-32.31,14.44,12.76,7.28,2.57
-15.03,-368.54,-239.61,-164.55,-30.31,25.2,12.99,12.66,2.75
-15.11,-323.49,-233.66,-142.7,-29.26,33.27,10.88,16.5,2.39
-15.43,-273.91,-213.44,-118.68,-25.94,39.53,10.22,19.42,2.15
-15.6,-220.54,-196.32,-93.1,-23.56,44.87,11.95,21.81,2.07
-15.63,-164.57,-188.54,-66.93,-21.86,49.27,13.17,23.68,2.15
-15.54,-104.62,-172.97,-39.4,-19.69,52.85,13.89,25.03,2.22
-15.43,-45.19,-166.87,-12.25,-18.21,55.45,10.94,25.85,1.83
-15.51,8.94,-168.34,11.9,-18.21,55.91,7.04,25.66,1.33
-15.31,61.36,-161.53,34.92,-16.01,54.57,5.07,24.69,1.21
-15.43,117.54,-145.08,59.58,-13.58,53.11,5.18,23.71,1.32
-15.46,184.06,-116.42,88.03,-9.22,54.8,11.34,24.05,2.12
-15.86,260.08,-78.45,119.92,-4.9,60.79,21.29,26.23,3.19
-16.06,331.92,-41.92,149.47,0.19,66.99,29.29,28.39,3.95
-15.63,404.61,-2.38,179.19,5.24,71.26,34.64,29.69,4.54
-15.31,467.5,43.07,204.27,11.53,70.7,38.14,29,5.01
-15.03,523.56,88.14,226.23,17.23,66.33,40.49,26.78,5.41
-13.51,557.97,137.41,239.54,23.28,57.68,43.69,22.95,5.69
-11.2,575.04,185.73,246.44,29.79,44.15,46.01,17.39,5.98
-8.51,579.17,209.01,248.48,32.75,28.87,42.1,11.43,5.42
-5.03,571.34,228.58,245.59,35.13,13.36,34.6,5.46,4.47
0.77,544.05,243.71,235.12,36.94,-1.26,25.09,-0.18,3.23
8.14,493.04,277.74,215.3,40.35,-17.91,21.6,-6.72,2.52
12.97,415.67,327.05,184.78,45.38,-38.54,28.47,-14.92,3.06
16.06,327.26,373.11,149.18,48.64,-59.77,37.44,-23.51,3.59
17.34,240.22,399.66,113.36,50.55,-75.63,41.18,-30.22,3.62
17.74,160.26,413.18,79.4,51.16,-82.57,35.02,-33.65,2.77
18.09,86.2,415.85,47.22,51.21,-81.25,22.62,-33.88,1.53
17.97,12.49,405.8,14.2,48.64,-77.17,9.16,-33.07,0.19
17.94,-51.79,380.3,-14.66,45.28,-72.15,-3.49,-31.65,-1.16
17.8,-98.51,337.75,-35.88,39.5,-64.67,-17.42,-28.83,-2.77
17.17,-134.27,265.84,-52.26,31.41,-54.42,-35.55,-24.54,-4.71
16.43,-170.92,195.04,-69.49,23.01,-44.22,-52.37,-20.16,-6.35
15.94,-218.91,138.92,-91.94,15.59,-40.02,-61.4,-18.5,-7.44
15.6,-268.48,89.3,-115.37,9.38,-41.89,-61.34,-19.59,-7.47
15.06,-307.47,46.17,-134.32,4.04,-43.93,-53.56,-20.77,-6.72
14.4,-336.8,-0.94,-148.55,-1.14,-41.68,-47.64,-19.87,-5.88
13.4,-368.79,-32.06,-164.15,-4.85,-36.55,-42.51,-17.63,-5.05
12.54,-404.79,-62.07,-181.82,-8.55,-33.23,-37.53,-16.19,-4.4
12.89,-432.92,-94.89,-195.75,-12.66,-31.82,-33.9,-15.57,-4.02
12.4,-458.23,-124.51,-208.67,-17.02,-30.74,-30.72,-15.2,-3.92
12.46,-479.99,-150.09,-219.68,-21.06,-27.75,-29.69,-13.87,-4.07
11.69,-497.29,-179.02,-228.47,-24.93,-23.53,-28.85,-11.88,-4.11
11,-511.46,-208.72,-235.69,-28.12,-20.09,-28.23,-10.2,-3.89
9.77,-524.1,-244.22,-242.44,-31.86,-16.97,-29.89,-8.67,-3.69
8.91,-539.92,-271.57,-250.64,-35.16,-15.49,-31,-7.99,-3.54
7.43,-555.51,-279.42,-258.73,-36.74,-15.51,-26.65,-8.05,-3.11
4.77,-563.79,-273.6,-263.08,-35.49,-14.85,-16.87,-7.71,-2.02
-5.57,-558.9,-258.71,-260.35,-34.07,-10.82,-3.55,-5.54,-0.55
-11.29,-539.54,-242.72,-250.39,-32.13,-1.94,7.35,-0.92,0.79
-13.97,-506.76,-234.6,-233.69,-29.83,10.34,11.51,5.4,1.63
-15.63,-462.84,-236.79,-211.26,-29.13,23.46,9.17,12.11,1.6
-16.31,-412.91,-225.24,-186.31,-27.38,34.85,6.63,17.78,1.54
-16.26,-356.46,-215.71,-158.56,-25.44,43.94,5.63,22.16,1.48
-16.17,-291.21,-215.03,-126.72,-25.16,51.66,5.29,25.72,1.2
-16.4,-223.21,-213.65,-94.35,-24.28,57.98,4.9,28.4,1.09
-16.43,-158.93,-225.43,-64.32,-24.96,61.99,-0.6,29.88,0.49
-16.8,-89.08,-241.34,-32.3,-26.14,64.56,-6.98,30.57,-0.23
-16.91,-21.14,-239.68,-1.38,-25.07,65.28,-8.6,30.36,-0.29
-16.66,51.18,-221.52,30.7,-21.87,66.54,-4.02,30.42,0.34
-16.54,133.87,-200.64,66.62,-18.98,70.56,5.78,31.65,1.48
-16.51,215.47,-161.06,101.66,-13.24,74.57,18.68,32.84,3.03
-16.54,293.37,-125.15,134.23,-8.51,77.77,27.57,33.59,4.01
-16.51,363.96,-82.6,163.51,-3.11,77.32,33.89,32.85,4.63
-16.74,427.38,-36.94,189.16,2.61,72.81,39.11,30.4,5.16
-17,488.21,-2.68,213.68,7.51,67.71,39.02,27.81,5.09
-16.74,552.6,29.04,238.91,11.59,64.56,37.39,26.07,4.92
-15.89,607.21,50.83,260.3,13.66,61.97,31.92,24.65,4.11
-14.43,646.26,65.22,275.21,15.26,56.95,24.52,22.39,3.01
-12.26,665.48,91.82,282.45,18.47,46.51,21.39,18.07,2.44
-8.89,664.31,137.78,281.95,24.07,30.18,24.87,11.65,2.88
-4.23,646.95,190.79,275.35,31.14,11.99,34.48,4.61,4.3
3.43,622.11,233.28,265.87,36.42,-4.32,42.98,-1.6,5.46
8.31,575.08,282.43,247.48,41.69,-19.9,47.41,-7.6,5.87
13.17,491,344.25,214.75,48.22,-39.49,50.47,-15.23,5.91
17.26,366.82,406.72,165.7,54.06,-66.91,54.57,-26.09,5.82
18.26,228.75,436.39,108.75,54.51,-97.51,53.6,-38.74,4.94
17.97,104.12,420.22,55.78,49.87,-118.74,37.53,-48.2,2.37
18.43,18.36,394.53,18.34,44.84,-119.45,12.31,-49.66,-0.98
18.17,-34.94,330.35,-5.35,37.4,-100.31,-18.48,-42.75,-4.18
17.89,-89.46,279.93,-30.25,32.08,-76.66,-39.28,-33.5,-5.61
18.06,-168.96,241.67,-66.8,28.32,-64.66,-46.17,-29.03,-5.47
18.11,-238.81,213.17,-99.53,24.45,-64.24,-44.15,-29.43,-4.87
17.71,-283.35,154.55,-121.03,17.89,-64.18,-40.87,-29.85,-4.54
16.94,-309.7,96.06,-133.78,10.89,-55.18,-44.56,-25.97,-5.17
16,-328.25,57.14,-143.1,6.14,-38.72,-47.78,-18.57,-5.69
15.51,-338.23,23.51,-148.07,1.99,-24.19,-46.93,-11.82,-5.57
15.23,-350.72,-3.41,-154.21,-1.34,-16.16,-38.21,-7.98,-4.65
15,-367.27,-35.52,-162.63,-5.99,-13.62,-31.85,-6.8,-4.05
14.43,-380.09,-87.67,-169.02,-12.69,-13.15,-34.48,-6.57,-4.51
14,-393.68,-126.23,-175.77,-16.95,-13.94,-38.17,-6.97,-4.89
12.57,-411.19,-167.38,-184.74,-22.01,-14.72,-41.85,-7.41,-5.22
12.06,-435.6,-214.34,-196.97,-27.95,-16.86,-43.9,-8.48,-5.34
11.54,-457.59,-244.83,-208.02,-32.49,-19.91,-40.55,-10.03,-5.1
10.49,-469.43,-270.83,-214.01,-35.35,-20.16,-37.08,-10.16,-4.79
9.49,-477.94,-285.11,-218.32,-37.06,-17.27,-29.71,-8.68,-3.82
8.17,-480.74,-297.46,-220.05,-38.61,-11.76,-21.25,-5.99,-2.68
6.34,-483.32,-303.43,-221.48,-39.37,-7.15,-15.08,-3.72,-1.8
3.17,-484.98,-298.63,-222.4,-40.01,-4.69,-8.18,-2.5,-1.28
-5.94,-481.43,-283.35,-220.39,-37.7,-2.34,-0.63,-1.23,-0.39
-12.2,-460.62,-258.47,-209.88,-34.4,2.85,8.88,1.49,0.87
-15.06,-427.69,-220.79,-193.7,-28.24,12.08,19.6,6.1,2.65
-16.11,-383.37,-203.7,-171.87,-25.06,24.13,24.3,12.04,3.8
-16.6,-339.88,-191.74,-150.68,-22.62,34.43,22.84,16.99,3.82
-16.63,-291.98,-195.89,-127.6,-22.91,40.89,14.42,20.01,2.72
-16.86,-244.25,-193.6,-104.26,-22.54,44.21,5.16,21.58,1.21
-16.49,-186.33,-183.76,-76.85,-20.61,47.38,2.69,22.93,0.75
-16.49,-118.66,-164.66,-45.47,-17.36,53.26,5.46,25.43,1.13
-16.74,-56.18,-143.61,-17.02,-13.18,58.23,12.15,27.34,2.31
-17.26,1.17,-125.12,9,-10.45,60.66,16.48,28.01,3
-17.37,56.19,-102.26,33.37,-7.45,59.07,18.97,26.89,3.16
-17.54,111.82,-78.15,57.96,-3.74,55.93,20.09,25.14,3.13
-17.23,170.67,-55.44,83.33,-0.07,55.07,20.91,24.4,3.12
-16.94,230.42,-27.26,108.98,3.67,56.02,22.74,24.47,3.38
-16.86,295.35,-16.95,136.13,5.65,58.55,20.54,25.19,3.17
-17.49,353.23,-17.31,159.91,5.77,59.79,14.33,25.28,2.27
-18.03,408.42,-15.5,182.23,6.03,59.1,7.25,24.58,1.23
-17.69,465.01,-2.2,205.15,7.7,57.77,3.43,23.66,0.64
-17.26,532.29,28.34,231.65,10.84,58.45,8.91,23.58,1.04
-17.06,606.97,68.59,260.83,16.3,63.45,20.01,25.25,2.41
-16.91,676.31,108.95,287.18,21.38,68.59,30.57,26.89,3.77
-15.97,739.68,153.02,310.76,26.8,70.68,37.88,27.21,4.74
-15.06,789.86,212.86,329.11,34.08,66.61,44.33,25.22,5.59
-13.6,824.47,255.37,341.98,39.21,57.08,46.97,21.31,5.77
-10.89,841.8,287.75,348.23,43.74,44.11,45.47,16.35,5.66
-5.83,832.89,323.13,344.96,48.78,26.59,41.26,9.86,5.35
1.86,815.17,318.69,338.45,48.44,8.8,27.94,3.34,3.84
5.31,792.67,304.08,330.17,46.07,-6.05,13.04,-2.13,1.89
8.8,751.8,311.96,315.13,46.84,-19.01,3.33,-6.87,0.42
13.91,677.67,349.93,287.61,50.65,-34.4,5.27,-12.57,0.31
18.31,561.81,410.65,243.71,56.33,-59.31,23.83,-22.01,2.16
20.89,426.01,478.51,190.33,62.57,-89.7,45.96,-34,4.41
22.29,296.17,521.18,137.86,65.1,-113.96,56.28,-44.18,5.05
23.29,188.02,530.52,92.54,64.89,-122.5,49.09,-48.72,3.97
22.86,95.89,517.9,53.15,63.07,-115.3,28.83,-47.13,1.86
22.49,21.95,481.12,20.9,58.69,-99.43,2.53,-41.71,-0.68
21.77,-28.73,419.05,-1.88,50.73,-80.39,-22.98,-34.56,-3.19
20.94,-67.58,343.23,-19.4,41.6,-62.56,-45.01,-27.41,-5.6
19.94,-97.4,259.54,-32.93,31.56,-46.72,-63.26,-20.82,-7.74
19.17,-137.98,193.62,-51.78,22.94,-38.05,-71.43,-17.26,-8.81
18.51,-179.45,133.12,-71.32,15.41,-36.47,-70.31,-16.78,-8.7
18.06,-211.06,84.72,-86.18,9.44,-36.26,-62.7,-16.88,-7.84
16.94,-232.7,29.98,-96.4,3.32,-33.79,-55.35,-15.85,-6.81
16.29,-252.62,-14.54,-106.15,-2.05,-27.72,-50.68,-13.11,-6.05
15.43,-272.37,-58.86,-115.62,-7.55,-22.23,-47.25,-10.6,-5.6
15.03,-292.13,-96.52,-125.4,-12.27,-19.71,-44.23,-9.53,-5.31
14.6,-313.75,-124.49,-135.87,-15.79,-19.76,-38.36,-9.61,-4.75
14.63,-338.23,-151.58,-147.71,-19.22,-20.97,-33.42,-10.19,-4.19
14.31,-358.58,-188.52,-157.9,-23.27,-21.73,-31.1,-10.62,-3.8
13.69,-373.98,-226.61,-165.51,-27.97,-20.95,-32.31,-10.27,-3.88
12.6,-395.15,-260.49,-176.24,-32.27,-20.2,-34.81,-10.01,-4.19
12.03,-415.81,-289.9,-186.54,-36.05,-19.8,-35.16,-9.89,-4.31
10.43,-434.99,-303.94,-196.13,-38.49,-20.39,-29.86,-10.19,-3.92
7.31,-450.27,-312.49,-203.82,-39.11,-20.47,-22.09,-10.23,-2.94
-0.14,-457.69,-313.59,-207.61,-39.12,-17.49,-13.53,-8.72,-1.77
-8.91,-454.5,-291.69,-205.84,-35.59,-11.84,-2.02,-5.85,-0.08
-12.89,-434.05,-269.8,-195.68,-32.57,-2.34,8.23,-1.08,1.43
-15.69,-400,-251.24,-178.62,-30.11,10.06,16.02,5.17,2.36
-17.29,-358.76,-236.8,-158.43,-27.59,22.67,18.87,11.41,2.77
-18.49,-308.54,-222.1,-134.2,-24.87,33.99,16.73,16.85,2.57
-18.86,-247.16,-211.1,-105.03,-23.24,43.66,14.16,21.33,2.31
-18.66,-177.27,-190.88,-72.07,-20.6,52.74,14.1,25.39,2.26
-18.51,-102.46,-192.41,-37.66,-20.14,61.36,11.38,29.1,1.84
-19.2,-36.81,-211.87,-8.07,-21.2,65.77,3.17,30.71,0.96
-20.57,35.19,-210.42,24.14,-20.02,67.47,-2.86,31,0.48
-19.66,104.88,-192.28,54.56,-17.45,67.19,-3.14,30.31,0.53
-19.09,190.83,-162.5,91.65,-13.6,69.94,6.74,30.99,1.56
-18.66,278.21,-123.07,128.32,-7.95,75.91,21.26,32.99,3.15
-18.26,362.07,-88.65,163.09,-3.45,80.42,29.94,34.28,4.12
-17.91,454.46,-55.7,200.28,0.71,85.28,33.37,35.61,4.51
-18.03,547.34,-16.68,237.12,5.57,87.84,34.6,35.87,4.57
-18,636.73,14.95,271.51,9.47,89.91,33.52,35.92,4.26
-17.37,721.02,36.04,303.54,10.75,90.46,30.76,35.39,3.6
-16.37,795.8,70.81,331.13,15.32,86.78,29.4,33.27,3.34
-15.03,848.24,82.91,350.09,16.84,77.83,24.44,29.25,2.76
-12.89,876.97,104.19,360.31,20.08,62.99,21.61,23.29,2.67
-9.63,877.98,140.85,360.15,24.7,42.09,23.53,15.27,3.22
-4.51,854.78,195.73,351.59,32.03,17.61,30.21,6.23,4.11
4.97,808.88,249.57,334.87,38.66,-7.1,42.17,-2.71,5.57
12.09,726.47,311.96,304.99,44.84,-33.97,52.42,-12.35,6.4
16.57,605.4,391.2,259.3,51.91,-64.39,62.06,-23.61,6.82
19.66,464.44,456.37,204.69,57.64,-95.66,67.07,-35.78,6.59
21.51,317.7,504.48,145.86,61.4,-121.98,66.62,-46.78,6.01
22.74,194.46,505.12,94.76,59.66,-133.04,51.52,-52.46,4.14
24.03,102.93,465.52,55.42,53.91,-125.67,21.52,-50.95,0.85
23,38.64,407.55,27.37,46.81,-105.08,-11.79,-43.8,-2.66
21.11,-11.87,341.74,5.03,38.94,-80.14,-40.45,-34.28,-5.53
19.77,-66.91,291.61,-19.61,32.93,-62.56,-53.29,-27.35,-6.61
18.31,-114.73,249.56,-41.62,27.22,-53.03,-53.05,-23.6,-6.5
17.23,-152.53,212.89,-59.06,23.27,-47.58,-46.46,-21.5,-5.66
15.17,-172.26,167.47,-68.24,17.88,-39.79,-41.08,-18.18,-4.96
13.14,-188.79,144.44,-76.27,15.74,-29.32,-36.05,-13.6,-4.16
10.8,-203.48,126.18,-83.24,13.67,-20.59,-29.99,-9.66,-3.26
0.66,-216.73,125.99,-89.19,13.67,-15.17,-20,-7.14,-2.14
0.14,-227.82,144.95,-94.35,15.98,-13.11,-4.83,-6.12,-0.38
-0.11,-234.15,152.21,-97.3,16.84,-10.7,4.96,-4.92,0.66
-0.63,-232.89,148.51,-96.72,16.37,-6.8,8.63,-3.1,1.07
-0.94,-225.92,132.16,-93.46,15.01,-1.53,3.11,-0.68,0.51
-0.43,-232.46,115.77,-96.23,13.16,0.66,-6.37,0.39,-0.55
-0.17,-245.01,109.07,-102.03,11.73,-1.47,-10.48,-0.57,-1.15
-0.11,-263.56,106.24,-110.75,10.58,-7.57,-9.39,-3.42,-1.31
-0.14,-270.51,110.34,-114.02,10.87,-11.78,-3.99,-5.43,-0.92
-0.03,-269.35,109.93,-113.46,11.41,-9.9,0.24,-4.62,-0.28
-0.23,-268.4,124.64,-113.02,13.35,-5.45,4.73,-2.55,0.56
-0.71,-260.97,131.01,-109.51,14.82,0.35,7.6,0.18,1.25
-1.11,-254.9,131.29,-106.66,15.03,3.4,7.49,1.62,1.32
7.31,-253.57,124.64,-106.36,14.27,3.77,4.79,1.73,0.88
10.8,-257.33,102.53,-108.27,11.59,2.04,-3.89,0.85,-0.27
12.2,-258.93,68.6,-109.12,6.79,-0.94,-14.24,-0.58,-1.82
12.37,-257.67,0.53,-108.6,-1.11,-2.39,-30.78,-1.24,-3.86
12.29,-269.05,-53.55,-114.39,-7.7,-4.66,-45.08,-2.32,-5.58
12.03,-282.84,-97.95,-121.46,-13.22,-7.9,-51.81,-3.95,-6.36
11.83,-302.68,-137.6,-131.21,-18.19,-13.34,-50.86,-6.61,-6.19
11.43,-314.07,-164.81,-136.91,-21.62,-17.02,-41.5,-8.38,-5.17
10.23,-321.18,-191.06,-140.85,-24.95,-16.21,-34.46,-7.99,-4.33
9.37,-328.77,-205.37,-144.82,-26.12,-13.96,-27.32,-6.9,-3.33
8.11,-337.32,-210.38,-149.24,-27.23,-11.55,-19.31,-5.75,-2.35
5.89,-348.86,-200.76,-154.81,-26.11,-11.9,-9.98,-5.84,-1.24
2.11,-360.72,-181.23,-160.74,-23.64,-13.35,1.44,-6.45,0.13
-7.14,-364.32,-172.41,-162.65,-22.52,-12.89,8.43,-6.19,0.93
-12.43,-351.4,-165.76,-156.45,-21.04,-7.68,10.6,-3.66,1.44
-15.37,-323.53,-178.78,-142.94,-21.89,2.92,4.67,1.46,0.94
-16.57,-287.06,-194.49,-125.36,-23.05,16.09,-4.72,7.85,0
-17,-234.51,-198.04,-99.95,-22.67,30.11,-9.59,14.64,-0.42
-17.17,-163.63,-198.9,-66.51,-22.58,44.65,-10.27,21.48,-0.58
-17.49,-68.29,-197.83,-22.58,-21.77,62.1,-6.04,29.38,-0.13
-17.66,28.6,-185.95,21.24,-19.47,79.01,-0.06,36.72,0.61
-17.77,131.55,-178.94,66.33,-17.75,92.24,3.38,41.94,1.11
-17.51,223.51,-161.8,105.88,-14.74,97.74,7.68,43.51,1.8
-17.43,309.77,-148.52,141.87,-12.87,95.91,10.81,41.71,2.11
-17.14,391.65,-141.69,175.2,-11.34,91.67,10.63,38.89,2
-17.2,480.62,-125.13,210.57,-8.45,88.27,11.73,36.5,2.11
-16.8,564.86,-120.18,243.65,-8.3,87.4,9.85,35.31,1.67
-16.54,638.85,-118.68,271.86,-8.26,85.56,7.5,33.89,1.19
-15.63,698.24,-101.43,294.04,-6.79,79.91,8.26,31.08,0.92
-14.97,754.23,-76.81,314.57,-3.9,71.13,11.27,27.14,1.07
-14.23,805.78,-37.98,333.16,0.89,63.04,20.52,23.58,2.3
-13.83,848.01,8.5,348.54,7.28,56.13,31.87,20.74,3.92
-12.31,866.28,58.35,354.95,13.57,46.72,40.78,17.15,5.27
-9.94,858.71,127.04,352.07,22.66,30.83,50.92,11.3,6.68
-6.14,836.59,171,344.34,28.14,11.19,54.39,4.25,7.12
-1.31,808.54,184.61,334.17,29.79,-6.89,47.43,-2.26,6.12
6.17,763.8,205.51,317.8,32.94,-21.57,36.31,-7.56,4.77
11.03,690.84,199.12,290.84,31.63,-36.99,19.12,-13.26,2.48
13.46,596.96,216.46,255.53,32.25,-55.98,11.89,-20.5,1.22
17.57,464.34,275.84,204.41,37.67,-82.03,20.79,-30.66,1.73
20.23,307.24,328.9,141.74,40.9,-110.81,33.92,-42.47,2.43
21.74,181.88,342.14,89.58,39.05,-128.04,41.55,-50.41,2.59
21.2,86.04,335.54,48.76,36.73,-128.16,32.24,-51.81,1.27
20.43,14.1,311.48,17.15,33.48,-110.33,9.59,-45.9,-1.03
19.74,-43.8,289.51,-8.86,31.4,-85.52,-9.21,-36.68,-2.24
19.14,-101.04,265,-34.98,28.61,-68.44,-18.39,-30.15,-2.42
18.4,-146.48,215.7,-56.1,20.78,-57.2,-27.1,-25.8,-3.49
18.09,-180.68,174.73,-71.97,16.02,-48.71,-33.36,-22.3,-4.39
16.46,-203.77,103.89,-82.74,7.46,-39.73,-44.95,-18.36,-5.91
15.46,-239.22,45.4,-99.29,0.31,-33.41,-54.09,-15.54,-6.88
14.8,-276.05,3.29,-116.64,-5.52,-32.08,-54.58,-14.98,-6.74
14.2,-306.86,-38.28,-131.29,-10.18,-33.03,-51.99,-15.51,-6.47
13.14,-321.42,-78.72,-138.59,-14.44,-31.11,-44.38,-14.74,-5.38
12.14,-336.98,-109.06,-146.18,-18.03,-25.14,-38.74,-12.05,-4.53
11.57,-352.47,-126.93,-153.75,-19.57,-19.58,-32.93,-9.49,-3.59
11.09,-363.51,-154.12,-159.19,-22.8,-15.96,-27.95,-7.79,-3.05
11.14,-379.91,-169.02,-167.56,-24.62,-16.14,-22.68,-7.9,-2.54
11.11,-396.17,-183.66,-175.71,-26.45,-16.65,-19.39,-8.22,-2.24
10.97,-410.28,-204.56,-182.83,-29.09,-17.18,-18.88,-8.52,-2.34
9.97,-418.34,-237.92,-186.99,-33.33,-16.62,-20.87,-8.25,-2.64
8.8,-436.05,-264.91,-195.96,-36.77,-16.32,-25.34,-8.08,-3.23
8.34,-452.12,-285.55,-204.17,-39.41,-16.89,-27.33,-8.38,-3.5
7.06,-467.87,-296.71,-212.29,-40.83,-18.24,-24.27,-9.08,-3.12
5.06,-474.15,-296.9,-215.67,-40.84,-17.84,-16.18,-8.9,-2.08
